PM2.5,PM10,NO2,CO,SO2,O3,AQI,AQI_Bucket
13.22,40.07,22.74,0.25,6.07,20.08,68,Satisfactory
20.05,48.6,26,0.3,5.06,18.73,49,Good
22.74,51.43,27.25,0.34,5.19,18.53,59,Satisfactory
19.92,45.9,25.11,0.28,5.61,20.17,62,Satisfactory
16.63,36.37,23.21,0.22,5.45,18.43,44,Good
19.7,44.03,21.7,0.25,5.47,16.26,48,Good
19.05,45.74,23.04,0.3,4.83,19.91,54,Satisfactory
11.93,16.09,22.14,0.25,4.96,20.46,49,Good
13.21,26.26,20.22,0.27,6.21,15.7,37,Good
17.97,40.97,26.02,0.28,6.88,15.88,42,Good
16.12,39.28,25.58,0.31,6.66,21.52,58,Satisfactory
11.04,20,21.19,0.37,8.75,16.13,72,Satisfactory
12.14,26.59,20.54,0.26,6.46,14.86,38,Good
14.13,36.01,22.64,0.27,6.95,13.58,33,Good
14.39,38.34,21.97,0.26,7.32,14.75,45,Good
12.58,32.59,22.18,0.31,9.52,13.12,37,Good
19.61,51.45,23.18,0.3,9.11,15.35,41,Good
19.54,54.49,22.42,0.28,9.22,14.36,55,Satisfactory
17.69,53.6,21.69,0.26,7.41,15.37,49,Good
15.64,44.78,21.03,0.32,5.87,15.58,54,Satisfactory
17.88,53.74,20.4,0.26,6.55,16.66,52,Satisfactory
14.41,42.62,20.64,0.29,7.06,16.19,54,Satisfactory
14.52,43.56,24.38,0.27,6.46,17.72,54,Satisfactory
18.23,55.98,22.38,0.28,6.09,18.44,53,Satisfactory
26.09,74.2,28.86,0.38,7.2,16.26,72,Satisfactory
26.02,84.97,25.61,0.32,6.79,17.7,87,Satisfactory
19.21,66.84,25.13,0.27,6.8,17.22,73,Satisfactory
21.88,75.6,25.54,0.28,6.2,16.38,72,Satisfactory
25.77,76.03,27.27,0.36,6.61,13.63,72,Satisfactory
30.8,101.48,28.85,0.31,7.02,15.42,92,Satisfactory
23.43,76.16,25.39,0.28,6.63,16.46,90,Satisfactory
20.2,55.76,27.06,0.31,6.37,16.05,66,Satisfactory
26.91,71.45,23.75,0.29,7.05,16.55,72,Satisfactory
18.92,55.72,24.24,0.3,8.15,13.97,54,Satisfactory
16.17,46.48,24.82,0.28,7.42,13.81,53,Satisfactory
18.07,37.67,27.7,0.36,5.9,12.64,49,Good
17.09,41.09,24.89,0.31,6.07,14.98,48,Good
16.39,29.84,24.46,0.28,6.09,11.86,43,Good
11.98,28.35,18.71,0.31,6.15,14.52,47,Good
11.66,24.68,17.79,0.32,6.65,13.69,42,Good
16.97,46.65,27.16,0.31,7.29,10.2,41,Good
22.11,68.81,17.62,0.35,10.13,11.99,65,Satisfactory
7.78,10.87,19.87,0.3,5.69,15.01,40,Good
18.56,46.57,20.71,0.3,7.17,18.05,35,Good
15.3,41.14,17.73,0.29,8,18.6,44,Good
15.28,34.82,24.8,0.32,6.84,15.02,48,Good
13.19,31.47,21.95,0.27,5.98,14.53,47,Good
10.08,23.02,19.61,0.25,6.73,14.24,34,Good
10.33,29.62,22.71,0.29,8.08,13.14,39,Good
12.51,38.94,23.7,0.29,8.73,11.2,40,Good
14.36,56.52,24.14,0.31,8.55,12.62,48,Good
15.34,55.37,25.68,0.29,7.55,12.26,52,Satisfactory
14.61,45.18,24.79,0.27,7.85,11.18,50,Good
15.31,40.27,27.1,0.3,7.61,9.29,48,Good
16.51,45.72,27.6,0.28,6.97,12.08,48,Good
20.98,64.42,26.87,0.29,8.39,15.33,53,Satisfactory
24.66,82.96,26.52,0.29,8.85,18.68,68,Satisfactory
22.43,75.11,27.25,0.3,7.13,15.88,77,Satisfactory
23.16,71.26,26.37,0.31,8.74,15.43,70,Satisfactory
18.51,47.92,25.86,0.34,6.4,14.04,50,Good
15.84,39.37,23.73,0.34,7.13,13.7,48,Good
20.36,66.88,25.6,0.31,7.74,13.86,50,Good
27.05,87.39,26.36,0.38,8.05,14.3,72,Satisfactory
25.36,83.21,26.76,0.31,7.84,14.29,76,Satisfactory
25.42,79.97,22.74,0.32,7.79,17.95,82,Satisfactory
21.61,55.67,18.35,0.33,9.3,19.94,62,Satisfactory
34.85,91.9,24.19,0.42,8.8,23.55,79,Satisfactory
38.35,94.94,32.15,0.46,7.75,27.14,86,Satisfactory
33.85,66.55,38.45,0.57,6.42,25.02,79,Satisfactory
35.06,53.38,35.45,0.59,5.67,20.9,71,Satisfactory
41.83,77.55,36.44,0.6,6,21.97,78,Satisfactory
42.24,85.86,36.56,0.53,7.04,30.31,85,Satisfactory
43.69,89.53,36.45,0.51,6.77,27.22,92,Satisfactory
48.98,89.05,33.93,0.5,7.78,22.86,101,Moderate
35.58,61.65,22.67,0.41,8.41,24.49,85,Satisfactory
39.68,63.97,25.48,0.45,6.81,21.89,68,Satisfactory
38.6,84.63,31.56,0.45,6.9,21.57,79,Satisfactory
40.88,97.71,30.3,0.42,7.14,23.53,81,Satisfactory
37.91,78.9,27.55,0.38,8.39,21.72,91,Satisfactory
27.29,58.1,23.11,0.34,6.23,27.07,62,Satisfactory
32.25,62.49,27.46,0.44,6.13,28.19,65,Satisfactory
34.94,68.68,36.88,0.62,5.85,21.51,62,Satisfactory
41.46,86.95,38.18,0.66,6.42,20.19,84,Satisfactory
53.68,107.41,44.83,0.8,8.2,16.94,108,Moderate
43.09,78.57,36.52,0.54,6.93,24.45,95,Satisfactory
45.92,99.06,38.03,0.58,7.03,15.53,92,Satisfactory
55.39,107.62,38.38,0.64,7.08,17.26,100,Satisfactory
67.69,129.23,37.28,0.62,9.16,24.96,118,Moderate
63.16,122.8,38.16,0.5,7.78,23.41,128,Moderate
37.8,80.37,33.16,0.49,5.89,22.58,94,Satisfactory
36.5,79,32.41,0.45,5.74,23.91,72,Satisfactory
39.63,85.85,33.83,0.45,5.14,24.63,79,Satisfactory
39.8,103.38,34.47,0.43,6.26,29.57,84,Satisfactory
56.36,136.25,42.33,0.56,8.43,29.21,109,Moderate
65.91,139.95,39.75,0.5,6.99,29.27,124,Moderate
64.44,144.33,40.33,0.56,9.45,28.65,130,Moderate
60.07,146.71,46.53,0.54,17.26,23.73,124,Moderate
56.5,150.65,48.32,0.48,13.82,21.94,128,Moderate
52.63,148.36,43.03,0.46,14.89,25.52,120,Moderate
54.39,132.24,42.79,0.53,13.5,27.9,121,Moderate
58.56,130.27,46.54,0.64,10.8,21.39,118,Moderate
54.35,111.45,36.76,0.47,9.08,27.41,108,Moderate
58.24,107.55,35.21,0.53,9.14,28.29,100,Satisfactory
53.26,90.41,32.39,0.46,4.76,26.04,105,Moderate
41.03,53.89,34.67,0.58,4.21,19.11,83,Satisfactory
40.35,57.72,31.81,0.55,3.64,21.12,73,Satisfactory
43.99,80.57,37.92,0.52,3.92,24.15,74,Satisfactory
58.44,128.56,47.2,0.68,6.19,26.5,105,Moderate
61.34,131.27,44.57,0.61,5.23,26.96,119,Moderate
66.82,144.33,51.4,0.72,9.47,27.86,125,Moderate
67.12,139.91,45.12,0.67,6.04,30.64,133,Moderate
67.52,125.13,46.11,0.89,6.88,28.14,142,Moderate
60.72,124.74,45.35,0.61,8.39,28.84,128,Moderate
48.68,123.62,47.97,0.46,11.76,31.72,107,Moderate
57.44,145.22,60.75,0.68,16.45,27.8,117,Moderate
56.51,134.88,46.84,0.55,14.29,36.66,120,Moderate
56.02,130.4,46.3,0.5,19.41,41.62,110,Moderate
57.32,121.32,47.35,0.58,14.14,41.46,115,Moderate
56.98,120.91,47.69,0.56,14.98,34.51,117,Moderate
50.87,109.17,45.19,0.59,11.42,26.9,106,Moderate
34.07,76.12,37.54,0.56,6.15,19.95,86,Satisfactory
25.96,59.8,32.84,0.48,4.13,23.14,58,Satisfactory
24.88,48.95,30.95,0.51,3.89,25.91,55,Satisfactory
32.8,68.87,36.41,0.53,4.62,27.53,64,Satisfactory
44.66,94.97,39.76,0.58,5.76,31.15,80,Satisfactory
54.63,103.16,38.84,0.52,8.73,34.91,95,Satisfactory
59.82,109.93,35.89,0.55,7.39,41,107,Moderate
64.36,125.75,42.33,0.54,10.52,36.77,114,Moderate
69.5,136.07,44.02,0.58,16.11,42.35,129,Moderate
61.15,129.81,44.85,0.58,18.58,44,131,Moderate
62.68,148.54,50.55,0.58,27.46,43.16,127,Moderate
66.08,150.01,56.68,0.68,32.99,34.36,134,Moderate
67.28,159.01,60.17,0.76,28.68,35.17,139,Moderate
58.4,140.37,52.31,0.73,23.55,30.37,133,Moderate
46.2,115.57,45.12,0.61,14.26,25.38,118,Moderate
23.09,59.77,32.04,0.47,4.64,20.36,76,Satisfactory
19.06,50.4,29.19,0.43,4.63,18.99,57,Satisfactory
26.04,61.77,32.18,0.45,4.53,21.05,53,Satisfactory
52.12,112.36,43.52,0.58,9.77,29.47,86,Satisfactory
63.08,139.98,44.09,0.58,13.92,36.71,129,Moderate
66,137.89,46.07,0.6,9.72,34.42,131,Moderate
71.81,147.11,47.8,0.65,15.7,32.72,133,Moderate
72.98,155.13,53.95,0.72,15.99,36.63,148,Moderate
69.28,149.67,50.29,0.64,16.75,46.4,140,Moderate
63.01,150.75,53.44,0.67,18.36,44.11,135,Moderate
69.91,152.94,59.24,0.74,11.85,41.07,138,Moderate
73.48,155.16,59.43,0.77,8.85,43.73,142,Moderate
72.26,153.14,65.02,0.81,14.12,34.93,146,Moderate
67.69,145.96,56.72,0.67,20.32,40.48,139,Moderate
69.94,147.06,56.11,0.72,13.09,35.54,135,Moderate
71.17,145.82,52.98,0.74,9.29,34.25,137,Moderate
74.62,145.29,48.78,0.75,7.79,36.37,140,Moderate
77.72,147.65,47.55,0.76,8.53,37.26,154,Moderate
67.3,118.13,40.48,0.7,5.66,33.84,146,Moderate
62.87,111.3,41.39,0.74,4.21,29.75,123,Moderate
61.66,92.8,32.11,0.64,4.65,31.2,108,Moderate
76.14,122.93,34.16,0.71,4.23,36.84,132,Moderate
78.36,131.2,33.76,0.74,5.66,36.66,159,Moderate
77.94,132.25,30.74,0.63,5.63,36.29,161,Moderate
76.22,145.09,39.51,0.73,7.25,31.26,158,Moderate
74.78,134.84,36.07,0.68,5.85,36.7,153,Moderate
74.19,123.7,37.39,0.67,4.46,34.73,145,Moderate
74.48,119.8,41.82,0.8,6.86,24.87,144,Moderate
75.15,134.26,38.42,0.62,13.68,37.42,157,Moderate
76.15,149.24,39.24,0.61,16.29,49.21,151,Moderate
59.61,95.42,33.95,0.53,12.91,34.28,141,Moderate
22.35,34.08,29.09,0.4,9.12,20.98,67,Satisfactory
32.77,62.25,33.97,0.47,9.12,23.73,54,Satisfactory
44.72,93.15,43.69,0.67,11.57,22.1,76,Satisfactory
55.1,107.95,48.47,0.64,12.56,27.57,104,Moderate
72.66,139.71,52.59,0.67,10.82,36.75,127,Moderate
78.01,138.69,41.45,0.68,7.12,42.72,151,Moderate
76.81,154.46,44.67,0.68,10.6,34.26,159,Moderate
73.18,149.61,46.1,0.61,8.93,43.56,153,Moderate
67.91,119.15,36.25,0.69,6.85,39.08,136,Moderate
68.06,134.16,38.87,0.63,10.27,28.38,126,Moderate
64.1,138.43,44.84,0.62,16.12,36.78,131,Moderate
68.76,140.93,44.93,0.62,20.66,45.65,132,Moderate
71.7,142.41,45.42,0.67,17.59,44.23,139,Moderate
65.24,136.91,52.86,0.7,19.97,38.19,134,Moderate
66.79,143.42,63.82,0.94,22.51,31.99,132,Moderate
71.55,153.99,67.44,1.03,13.44,33.44,133,Moderate
69.7,146.69,67.01,0.97,13.01,32.47,141,Moderate
75.25,158.34,63.58,0.88,12.51,34.39,142,Moderate
73.03,140.13,50.4,0.78,8.17,40.43,148,Moderate
77.71,153.78,40.96,0.73,6.61,46.03,149,Moderate
76.5,157.71,49.16,0.76,9.93,40.13,155,Moderate
73.78,165.61,62.35,0.92,15.09,27.73,151,Moderate
74.7,164.93,71.55,0.94,24.2,28.57,146,Moderate
75.43,161.34,64,0.82,15.91,34.38,146,Moderate
75.77,143.85,47.6,0.74,6.42,39.24,153,Moderate
78.62,146,39.74,0.68,5.24,40.02,154,Moderate
72.03,120.93,37.2,0.62,4.84,40,154,Moderate
74.37,132.9,39.21,0.66,5.55,37.84,146,Moderate
75.13,145.13,42.04,0.75,10.91,35.6,147,Moderate
75.55,150.46,44.72,0.74,13.59,35.82,152,Moderate
73.51,156.89,57.06,0.83,9.96,30.21,150,Moderate
75.34,154.77,53.23,0.78,9.28,30.69,148,Moderate
78.12,159.37,51.49,0.72,11.05,31.88,153,Moderate
70,148.16,58.07,0.76,11.84,29.49,155,Moderate
66.4,129.97,46.24,0.68,6.44,33.19,132,Moderate
47.29,93.9,33.37,0.46,5.3,32.82,105,Moderate
60.93,106.81,37.74,0.53,4.71,33.93,105,Moderate
59.22,112.52,40.03,0.58,5.47,29.43,112,Moderate
36.51,80.89,29.33,0.46,4.8,26.51,96,Satisfactory
36.21,62.98,28.89,0.52,6.04,23.49,73,Satisfactory
51.29,74.22,32.05,0.55,9.21,13.14,72,Satisfactory
71.62,104.9,38.41,0.62,10.45,18.86,124,Moderate
64.42,114.66,39.62,0.54,12.83,29.15,136,Moderate
55.6,118.88,49.58,0.57,16.51,33.69,108,Moderate
63.8,121.95,51.35,0.66,9.26,29.69,114,Moderate
66.44,115.34,45.36,0.64,5.43,34.07,131,Moderate
62.22,117.17,47.27,0.64,6.77,29.72,118,Moderate
60.26,107.15,41.85,0.59,5.07,34.63,120,Moderate
63.75,115.35,42.48,0.64,5.28,38.6,110,Moderate
63.26,120.36,45.85,0.67,7.07,38.11,115,Moderate
68.06,130.57,45.84,0.71,6.27,34.76,130,Moderate
58.46,110.45,35.49,0.54,6.17,40.27,120,Moderate
58.24,133.58,48.41,0.64,10.22,29.95,114,Moderate
55.67,157.47,43.21,0.59,13.22,35.28,128,Moderate
58.82,162.47,39.43,0.54,28.83,34.46,130,Moderate
58.64,119.01,35.55,0.57,7.38,32.49,118,Moderate
64.14,119.19,46.13,0.63,5.18,30.71,122,Moderate
64.94,137.41,56.54,0.65,6,29.39,130,Moderate
62.79,128.51,47.79,0.68,4.32,35.52,127,Moderate
38.84,86.91,38.74,0.54,3.41,28.5,102,Moderate
48.34,103.18,46.78,0.64,8,28.7,91,Satisfactory
45.12,94.43,44.87,0.55,6.81,26.53,101,Moderate
65.14,136.33,51.92,0.73,9.02,34.67,109,Moderate
55.8,113.45,38.85,0.56,5.59,31.04,123,Moderate
35.07,79.95,31.3,0.47,3.81,22.5,87,Satisfactory
39.32,89.56,35.72,0.54,4.09,27.44,82,Satisfactory
44.63,107.69,43.43,0.64,5.25,29.65,94,Satisfactory
57.13,133.36,51.31,0.71,6.7,32.58,115,Moderate
46.64,104.32,39.75,0.57,5.81,33.16,114,Moderate
49.41,119.44,37.02,0.52,11.5,35.68,100,Satisfactory
54.83,136.81,46.58,0.58,11.07,28.01,117,Moderate
57.06,126.1,44.72,0.62,11.17,25.47,111,Moderate
50.34,127.96,37.89,0.52,9.8,29.24,112,Moderate
55.59,129.12,45.3,0.6,9.83,26.37,120,Moderate
33.05,72.5,30.47,0.44,3.78,23.5,85,Satisfactory
35.27,68.92,28.79,0.5,4.01,25.1,68,Satisfactory
40.97,95.61,34.92,0.6,8.92,33.65,80,Satisfactory
59.27,160.94,42.82,0.64,14.57,26.83,117,Moderate
62.5,160.54,51.51,0.74,20.09,32.22,136,Moderate
66.8,166.23,57.64,0.88,23.3,36.21,143,Moderate
66.34,154.68,45.68,0.67,13.99,32.16,143,Moderate
49.68,118.38,39.57,0.62,5.59,26.07,122,Moderate
45.2,108.68,32.1,0.44,4.96,26.28,102,Moderate
36.59,95.23,29.5,0.41,4.82,26.75,92,Satisfactory
40.84,105.87,30.23,0.41,5.24,29,97,Satisfactory
41.23,112.41,30.87,0.5,5.42,35.6,101,Moderate
41.63,110.33,34.6,0.44,7.95,32.13,101,Moderate
48.94,121.89,35.69,0.57,9.87,32.17,104,Moderate
39.06,110,31.2,0.71,5.68,33.27,101,Moderate
37.73,95.18,31.16,0.54,4.56,25.92,97,Satisfactory
39.82,102.44,36.09,0.57,7.62,30.19,93,Satisfactory
30.77,74.26,29.56,0.58,4.31,26.68,85,Satisfactory
41.63,94.54,30.7,0.58,4.37,27.83,86,Satisfactory
41.06,90.51,26.62,0.66,5.08,31.53,95,Satisfactory
36.35,86.97,28.41,0.59,7.76,30.83,87,Satisfactory
43.36,111.13,37.47,0.73,6.14,31.37,101,Moderate
50.52,118.89,36.62,0.69,7.32,34.52,111,Moderate
50.06,117.86,38.91,0.71,7.35,34.56,107,Moderate
51.5,123.44,40.1,0.74,7.21,31.57,113,Moderate
48.51,115.06,36.61,0.65,6.45,34.62,107,Moderate
55.2,136.99,40.49,0.74,9.55,36.1,114,Moderate
59.8,146.25,47.46,0.79,10.09,37.07,127,Moderate
59.21,140.7,37.75,0.81,7.18,41.34,132,Moderate
48.49,137.92,34.71,0.71,5.63,38.94,124,Moderate
37.8,115.93,36.39,0.56,7.18,36.69,106,Moderate
43.82,119.4,35.96,0.59,6.48,40.44,114,Moderate
45.6,116.3,34.95,0.67,5.57,36.41,106,Moderate
39.01,104.02,32.84,0.58,5.26,34.99,102,Moderate
31.28,84.24,27.38,0.46,7.11,53.76,93,Satisfactory
37.69,80.2,34.78,0.57,8.13,43.5,89,Satisfactory
33.48,79.56,25.54,0.48,5.59,41.68,78,Satisfactory
33.08,85.8,34.43,0.68,6.35,34.53,80,Satisfactory
40.63,99.2,41.49,0.75,8.36,29.18,91,Satisfactory
42.14,105.98,41.35,0.77,8.54,31.83,100,Satisfactory
31.45,73.52,29.76,0.51,8.56,32.91,87,Satisfactory
36.35,98.89,32.58,0.54,9.78,42.54,82,Satisfactory
32.69,82.36,40.08,0.63,7.85,46,91,Satisfactory
41,102.32,41.38,0.67,8.61,37.66,102,Moderate
37.57,97.74,35.15,0.54,6.78,39.51,95,Satisfactory
39.47,111.85,34.63,0.55,7.05,47,104,Moderate
33.26,87.34,28.9,0.5,5.59,40.01,91,Satisfactory
43.07,109.83,33.19,0.61,6.17,42.42,96,Satisfactory
30.74,67.2,30.7,0.51,2.86,42.07,94,Satisfactory
25.52,60.36,28.22,0.54,3.16,37.92,69,Satisfactory
24.77,59.67,25.56,0.5,3.73,39.44,69,Satisfactory
27.5,61.15,26.94,0.53,3.66,42.82,70,Satisfactory
34.65,83.12,38.86,0.77,6.3,45.19,96,Satisfactory
29.87,81.6,32.63,0.6,4.16,46.82,92,Satisfactory
36.16,98.68,34.65,0.65,4.87,49.41,102,Moderate
43.87,116.45,30.94,0.6,5.83,61.91,108,Moderate
51.92,134.45,37.2,0.71,6,54.12,124,Moderate
41.82,112.97,27.4,0.6,7.03,46.78,112,Moderate
39.66,98.53,26.75,0.63,6.19,48.48,103,Moderate
38.87,101.79,24.08,0.58,6.81,45.87,98,Satisfactory
36.43,111.66,24.25,0.56,5.57,40.78,96,Satisfactory
38.41,141.06,26.61,0.49,8.07,41.64,111,Moderate
36.05,146.83,23.87,0.43,9.12,47.23,119,Moderate
32.12,123.19,25.55,0.48,11.55,42.01,110,Moderate
36.53,126.81,32.84,0.53,12.2,36.18,106,Moderate
43.68,135.12,41.05,0.8,13.57,33.27,118,Moderate
52.95,152.18,54.4,1.08,12.38,33.49,130,Moderate
47.23,152.96,42.65,0.78,11.17,39.92,133,Moderate
46.82,139.1,40.85,0.76,11.69,35.35,132,Moderate
46.39,139.05,44.32,0.8,16.44,35.22,125,Moderate
48.29,136.64,27.81,0.72,9.88,47.78,121,Moderate
37.24,95.62,24.18,0.59,5.39,52.22,104,Moderate
41.34,108.46,26.81,0.62,6.61,52.29,109,Moderate
38.89,105.12,24.57,0.5,5.5,55.14,98,Satisfactory
42.5,110.8,28.26,0.63,5.83,45.58,110,Moderate
36.62,102.17,28.08,0.61,8.98,38.79,93,Satisfactory
43.35,123.1,25.97,0.59,7.43,42.46,109,Moderate
48.5,144.54,29.47,0.63,10.74,37.63,112,Moderate
55.84,158.9,39.35,0.84,13.51,40.31,134,Moderate
48.9,124.74,22.09,0.58,6.3,52.92,120,Moderate
43.6,114.83,20.39,0.5,5.97,53.16,111,Moderate
36.78,94.33,22.19,0.51,6.41,56.64,109,Moderate
44.73,111.01,21.49,0.53,5.38,53.87,104,Moderate
37.62,92.55,24.68,0.63,6.35,50.74,92,Satisfactory
46.56,128.82,33.57,0.68,7.62,41.11,112,Moderate
49.91,144.06,44.65,0.82,9.65,36.25,124,Moderate
41.93,124.03,32.43,0.56,7.74,38.17,114,Moderate
41.88,128.79,33.95,0.6,5.92,42.15,112,Moderate
52.22,148.7,41.52,0.79,7.43,47.71,124,Moderate
42.3,120.31,23.98,0.56,6.04,55.34,119,Moderate
39.47,107.63,24.28,0.59,4.32,48.05,105,Moderate
34.95,95.7,25.81,0.54,4.88,45.42,95,Satisfactory
44.33,127.37,30.78,0.66,5.89,42,111,Moderate
27.67,71.14,19.27,0.44,4.86,39.38,91,Satisfactory
24.01,54.95,23.84,0.42,4.5,49.99,75,Satisfactory
35.63,92.7,30.32,0.61,5.33,46.52,86,Satisfactory
35.67,104.77,23.98,0.43,4.84,52.02,103,Moderate
28.41,68.55,22.08,0.47,5.89,59.34,89,Satisfactory
32.08,65.33,30.99,0.69,5.04,50.4,78,Satisfactory
31.14,67.58,23.4,0.45,5.98,54.96,88,Satisfactory
23.71,54.49,20.71,0.43,6.06,54.44,75,Satisfactory
12.39,38.63,19.18,0.36,5.11,38.66,60,Satisfactory
8.7,31.33,15.47,0.32,5.25,34.8,48,Good
11.21,28.99,17.24,0.32,5.75,25.66,39,Good
15.94,40.79,14.46,0.32,4.75,25.63,40,Good
22.29,62.18,13.52,0.31,5.46,25.28,55,Satisfactory
19.58,61.02,9.26,0.29,4.29,25.32,57,Satisfactory
23.78,73.19,12.02,0.32,5.56,22.92,60,Satisfactory
22.29,62.52,10.98,0.32,4.82,25.52,60,Satisfactory
21.59,63.26,11.54,0.33,6.26,26.23,60,Satisfactory
18.96,56.2,11.05,0.32,6.32,27.66,54,Satisfactory
28.11,64.68,16.83,0.42,4.86,29.42,65,Satisfactory
24.75,40.82,15.01,0.36,4.34,33.89,60,Satisfactory
26.44,48.17,19.64,0.46,4.77,25.89,60,Satisfactory
25.45,48.67,19.86,0.48,5.04,31.78,62,Satisfactory
27,52.03,23.58,0.56,5.03,28.48,62,Satisfactory
18.07,38.92,13.79,0.29,4.29,25.99,60,Satisfactory
9.85,25.11,11.88,0.27,4.55,26.41,38,Good
9.89,21.02,9.71,0.34,3.51,24.92,35,Good
12.75,24.02,13.54,0.34,3.99,21.45,35,Good
18.55,35.16,16.94,0.34,5,24,39,Good
18.32,38.86,14.66,0.35,5.62,21.07,44,Good
17.75,29.98,14.34,0.36,3.99,17.96,36,Good
20.08,45.27,12.48,0.35,3.65,19.24,46,Good
17.71,38.88,13.84,0.36,4.07,18.73,49,Good
16.27,33.26,13.5,0.37,3.39,17.83,46,Good
15.95,38.56,8.82,0.39,3.28,19.48,42,Good
15.22,37.91,7.09,0.36,3.48,20.16,47,Good
16.51,44.22,10.33,0.34,4.35,16.37,36,Good
15.35,34.76,10.7,0.35,4.2,16.83,43,Good
12.67,31.67,9.99,0.33,4.32,16.24,36,Good
16.54,39.46,12.01,0.35,5.19,16.63,40,Good
18.41,39.59,15.07,0.42,8.4,16.69,45,Good
12.8,34.14,12.2,0.35,9.88,17.36,46,Good
14.43,42.52,14.78,0.39,4.59,16.68,36,Good
15.96,40.84,13.46,0.39,5.51,18.62,44,Good
24.07,72.98,15.32,0.43,10.41,18.08,60,Satisfactory
22.29,61.44,13.96,0.36,9.63,22.08,68,Satisfactory
26.43,83.02,14.91,0.41,9.44,25.61,70,Satisfactory
31.27,73.21,17.52,0.46,9.68,30.58,89,Satisfactory
20.12,38.84,13.94,0.43,5.41,30.44,64,Satisfactory
14.08,36.16,13.32,0.41,6.12,25.58,54,Satisfactory
12.01,37.69,15.41,0.46,5.78,21.49,48,Good
8.13,27.42,10.58,0.35,5.06,22.08,48,Good
10.24,33.46,11.32,0.37,6.43,21.22,47,Good
12.86,34.31,12.51,0.42,7.48,18.8,49,Good
14.72,37.9,14.61,0.38,9.89,15.66,50,Good
12.96,32.82,11.87,0.36,6.52,19.4,47,Good
13.46,32.98,11.57,0.36,4.07,19.12,47,Good
8.99,24.55,11.77,0.37,4.02,18.19,42,Good
8.48,16.54,12.12,0.3,6.56,17.98,35,Good
10.95,24.67,13.33,0.37,9.55,16.46,37,Good
10.31,22.89,14.94,0.42,6.72,14.78,41,Good
8.01,14.41,13.12,0.36,5.84,13.76,37,Good
6.75,12.53,11.92,0.33,4.24,14.61,39,Good
6.24,12.61,12.57,0.3,5.03,17.5,36,Good
7.95,16.23,12.93,0.33,5.9,17.12,37,Good
10.01,21.56,15.18,0.46,5.97,13.9,51,Satisfactory
9.72,20.37,16.76,0.38,5.86,12.08,46,Good
12.45,31.7,19.4,0.42,5.75,14.47,47,Good
12.46,36.39,13.58,0.36,10.95,18.47,46,Good
11.94,36.04,15.1,0.32,9.39,19.37,45,Good
17.37,49.51,16.94,0.37,11.43,18.34,50,Good
24.17,66.23,19.45,0.45,12.18,16.93,63,Satisfactory
29.79,83.11,29.89,0.42,9.62,13.8,72,Satisfactory
23.12,65.91,25.02,0.36,9.85,16.9,75,Satisfactory
19.11,52.66,21.68,0.31,13.65,15.36,58,Satisfactory
17.17,56.16,24.22,0.38,9.61,14.63,53,Satisfactory
23.03,78.62,24.44,0.38,8.87,17.03,69,Satisfactory
29.92,96.6,32.88,0.42,8.41,14.02,89,Satisfactory
25.94,75.83,30.57,0.37,8.72,15.29,85,Satisfactory
31.38,86.73,29.66,0.48,9,13.77,82,Satisfactory
27.23,79.58,23.96,0.53,11.3,15.79,75,Satisfactory
20.35,56.42,19.28,0.52,8.82,18.38,67,Satisfactory
23.71,61.82,16.82,0.43,11.22,18.8,65,Satisfactory
14.82,48.14,16.19,0.28,11.93,19.58,51,Satisfactory
14.89,36.89,17.27,0.37,7.35,20.59,51,Satisfactory
17.16,51.14,19.36,0.38,7.65,19.4,52,Satisfactory
18.86,65.41,15.9,0.38,7.78,22.29,65,Satisfactory
19.35,62.16,16.68,0.37,8.56,23.02,68,Satisfactory
16.92,53.81,17.85,0.42,5.76,17.91,65,Satisfactory
16.5,35.21,16.99,0.4,7.93,17.16,54,Satisfactory
13.98,26.77,15.96,0.38,6.72,13.47,41,Good
11.85,19.79,12.75,0.4,6.07,14.1,44,Good
15.72,31.72,11.79,0.38,8.25,14.05,38,Good
12.92,25.24,12.69,0.36,11.3,12.22,38,Good
12.2,22.06,12.34,0.38,7.72,13.7,35,Good
11.14,23.81,15.09,0.3,7.29,16.22,32,Good
11.92,26.23,12.37,0.28,7.28,14.98,34,Good
13.65,26.13,12.65,0.3,7.33,14.41,32,Good
10.31,23.28,11.43,0.31,6.93,17.15,33,Good
13.26,31.13,13.38,0.34,8.12,14.98,36,Good
14.98,39.67,13.26,0.31,6.41,16.46,39,Good
18.19,52.44,16.45,0.35,5.51,15.16,50,Good
21.73,54.59,14.72,0.31,10.14,14.9,57,Satisfactory
16.32,39.18,13.08,0.34,9.74,15.49,49,Good
18.39,43.73,15.41,0.36,9.21,16.87,48,Good
22.47,44.63,16.52,0.52,8.65,20.97,61,Satisfactory
28.23,63.7,15.93,0.38,10.36,17.92,65,Satisfactory
28.85,65.7,14.76,0.4,8.23,17.67,65,Satisfactory
25.01,47.59,22.53,0.51,5.48,25.02,65,Satisfactory
25.6,42.83,21.02,0.53,3.09,16.82,56,Satisfactory
20.54,35.92,21.37,0.48,4.86,16.03,53,Satisfactory
25.81,56.75,19.01,0.46,8.83,16.68,61,Satisfactory
27.01,56.52,22.14,0.48,2.91,19.56,61,Satisfactory
32.95,62.68,25.85,0.63,3.56,16.62,65,Satisfactory
