PM2.5,NO,NO2,NOx,CO,SO2,O3,AQI,AQI_Bucket
14.66,7.62,14.12,6.91,0.18,7.07,29.56,57,Satisfactory
14.77,8.25,16.09,7.86,0.17,5.99,30.48,63,Satisfactory
18.19,7.48,15.37,7.12,0.15,6.05,34.11,66,Satisfactory
18.1,7.34,14.82,6.92,0.16,6.71,32.87,61,Satisfactory
15,7.91,17.03,7.62,0.19,7.42,29.39,60,Satisfactory
19.31,8.31,16.31,7.71,0.16,6.56,26.9,60,Satisfactory
14.29,7.8,15.3,7.23,0.15,5.86,29.41,66,Satisfactory
14.49,7.93,12.53,6.55,0.17,5.98,28.55,58,Satisfactory
13.9,8.34,13.56,6.99,0.14,5.01,27.6,53,Satisfactory
16.53,7.95,11.48,6.15,0.14,6.85,29.24,74,Satisfactory
10.24,6.76,8.45,4.41,0.17,6.48,34.63,86,Satisfactory
10.78,6.78,12.06,5.95,0.16,4.3,31.84,93,Satisfactory
8.48,5.28,10.62,4.97,0.15,2.97,26.27,47,Good
5.72,5.47,12.4,5.52,0.15,3.27,25,46,Good
6.54,5.06,9.5,4.58,0.14,3.09,26.17,48,Good
10.83,5.01,9.71,4.57,0.15,4.23,28.25,50,Good
13.37,3.28,10.08,4.21,0.15,5.05,29.49,55,Satisfactory
15.97,4.89,11.72,5.1,0.15,2.96,31.42,71,Satisfactory
15.62,5.29,12.84,5.46,0.15,4.5,29.9,65,Satisfactory
14.04,5.28,10.9,5.85,0.17,4.66,25.83,55,Satisfactory
16.55,4.27,12.98,5.39,0.18,4.65,28.42,62,Satisfactory
14.43,5.51,13.97,5.99,0.16,6.12,28.62,60,Satisfactory
12.62,9.44,14.04,7.7,0.17,3.6,26.67,56,Satisfactory
15.28,7.99,14.93,8.08,0.17,4.23,29.08,55,Satisfactory
17.5,8.1,16.64,9.26,0.2,5.83,27.97,63,Satisfactory
17.42,7.22,18.87,10.08,0.21,5.04,28.83,69,Satisfactory
16.85,6.08,17,8.77,0.21,5.57,27.81,60,Satisfactory
16.78,5.31,13.74,5.93,0.2,10.67,26.03,61,Satisfactory
11.79,5.24,10.34,4.8,0.17,5.77,22.38,51,Satisfactory
13.35,8.9,18.12,8.43,0.17,5.55,24.55,49,Good
20.34,8.67,20.12,8.91,0.18,6.57,27.34,67,Satisfactory
23.03,8.85,22.47,9.57,0.17,14.85,28.27,75,Satisfactory
26.22,9.46,21.64,9.62,0.23,4.69,25.05,90,Satisfactory
24.87,9.91,19.65,8.13,0.22,6.76,24.75,83,Satisfactory
20.47,8.32,16.75,6.94,0.27,3.85,25.82,80,Satisfactory
14.91,7.46,11.51,5.8,0.19,5.41,23.33,71,Satisfactory
17.76,11.98,15.61,9.04,0.24,6.22,32.72,65,Satisfactory
15.1,9.48,14.19,8.64,0.25,5.1,32.06,67,Satisfactory
17.08,9.71,15.64,9.5,0.22,4.33,26.67,55,Satisfactory
20.36,8.48,14.29,7.96,0.23,5.62,29.5,60,Satisfactory
16.4,8.25,13.37,8.5,0.22,5.23,28.81,58,Satisfactory
20.12,7.78,12.73,6.88,0.18,4.97,32.41,63,Satisfactory
21.77,7.96,15.13,7.23,0.17,5.32,32.76,70,Satisfactory
26.6,8.15,16.09,7.37,0.17,4.95,29.62,85,Satisfactory
17.35,7.61,11.78,5.8,0.12,4.84,32.33,65,Satisfactory
7.42,6.9,8.85,5.15,0.15,4.18,37.5,59,Satisfactory
10.89,5.41,11.31,5.21,0.16,4.88,38.36,62,Satisfactory
12.56,10.15,15.13,8.15,0.19,6.04,31.68,60,Satisfactory
15.41,9.06,16.07,7.95,0.16,5.01,31.8,62,Satisfactory
23.63,6.7,17.43,7.09,0.21,4.59,31.39,72,Satisfactory
13.53,7.91,11.42,6.48,0.18,3.8,33.12,72,Satisfactory
11.58,7.99,9.53,6.55,0.12,3.99,31.66,55,Satisfactory
13.1,7.64,10.5,5.99,0.17,4.87,30.92,52,Satisfactory
8.26,7.31,9.12,5.48,0.17,4.25,31.84,56,Satisfactory
6.57,7.4,9.26,5.74,0.12,4.4,35.24,56,Satisfactory
12.26,7.27,10.14,5.8,0.17,4.36,32.5,56,Satisfactory
14.63,8.41,13.14,7.37,0.21,12.8,30.67,60,Satisfactory
19.92,9.38,14.34,7.62,0.23,5.16,35.74,71,Satisfactory
24.42,12.83,16.47,9.59,0.22,13.58,32.11,87,Satisfactory
12.96,7.66,12,6.23,0.17,6.44,33.41,64,Satisfactory
17.26,8.5,16.95,7.97,0.21,4.92,33.5,59,Satisfactory
19.86,8.01,14.47,6.99,0.18,5.04,41.28,79,Satisfactory
29.32,10.13,19.22,8.58,0.19,4.97,24.76,86,Satisfactory
40.82,13.1,19.8,10.17,0.21,5.23,32.88,82,Satisfactory
32.63,9.14,19.17,8.14,0.18,4.57,39.66,74,Satisfactory
32.88,7.56,15.23,6.52,0.19,5.02,41.62,72,Satisfactory
18.58,7.95,15.66,6.21,0.09,3.32,31.82,60,Satisfactory
12.34,8.08,15.36,8.43,0.21,4.19,32.15,51,Satisfactory
10.33,7.92,15.27,7.46,0.11,4.17,33.02,55,Satisfactory
17.29,8.63,17.06,7.56,0.07,5.03,30.88,55,Satisfactory
10.44,8.51,15.62,7.61,0.05,5.09,34.13,60,Satisfactory
12.64,7.97,15.22,7.29,0.06,4.68,38,56,Satisfactory
10.27,7.38,13.77,6.37,0.06,13.08,34.23,56,Satisfactory
15.67,10.04,12.72,4.23,0.04,3.3,31.75,39,Good
9.17,6.94,10.48,5.36,0.04,4.37,34.2,53,Satisfactory
10.28,7.19,10.5,5.22,0.05,4.24,38.84,54,Satisfactory
9.76,6.79,10.86,5.52,0.05,5.12,41.74,57,Satisfactory
14.88,6.92,11.41,5.8,0.05,4.06,37.47,59,Satisfactory
20.5,7.3,15.36,8.05,0.03,4.59,36.6,58,Satisfactory
29.61,8.27,17.97,12.7,0,5.13,30.97,54,Satisfactory
42,11.42,19.98,16.16,0,5.99,29.73,95,Satisfactory
39.68,9.51,20.38,12.1,0,5.73,29.35,99,Satisfactory
45.69,9.31,20.98,10.8,0,7.2,29.15,80,Satisfactory
50.36,9.68,23.27,11.18,0,6.41,28.45,107,Moderate
45.9,9.79,20.69,12.51,0,5.29,28.01,98,Satisfactory
41.57,8.34,18.5,10.13,0,4.87,31.95,74,Satisfactory
41.26,8.11,17.45,8.92,0,5.4,34.25,70,Satisfactory
31.08,1.24,11.81,2.95,0.26,5.12,29.4,110,Moderate
24.16,11.69,18.96,9.81,0.34,6.88,34.69,53,Satisfactory
49.75,16.68,22.44,11.72,0.66,10.46,39.92,102,Moderate
55.88,16.52,22.79,11.45,0.33,8.94,43.05,164,Moderate
28.48,11.38,19.44,8.09,0.21,5.7,32.82,102,Moderate
22.6,18.91,24.12,12.33,0.57,7.36,43.87,94,Satisfactory
32.08,10.47,24.14,10.59,0.29,19.21,36.8,100,Satisfactory
25.79,7.6,17.7,6.49,0.36,4.24,41.5,111,Moderate
28.04,26.06,24.18,6.08,0.1,8.63,70.62,103,Moderate
27.38,6.99,25.01,4.63,0.19,4.3,43.76,113,Moderate
41.74,13.72,26.83,5.04,0.11,4.2,54.35,102,Moderate
20.48,8.45,19.29,3.15,0.08,2.36,79.99,147,Moderate
33.32,10.84,25.1,3.74,0.1,2.46,63.15,123,Moderate
35.59,18.84,22.1,3.41,0.06,4.4,57.62,97,Satisfactory
72.18,9.92,36.5,4.69,0.15,11.19,67.21,154,Moderate
69.53,14.42,34.49,5.58,0.12,4.82,56.47,150,Moderate
75.46,8.76,30.6,10.71,0.31,5.43,57.92,151,Moderate
78.69,7.65,20.04,3.38,0.06,2.02,84.66,247,Poor
67.18,7.91,18.74,5.46,0.1,10.49,81.47,141,Moderate
65.39,7.56,17.27,2.55,0.07,3.29,68.38,121,Moderate
53.78,7.98,21.46,5.48,0.19,5.28,53.28,113,Moderate
63.35,8.24,24.35,2.17,0.06,5.02,40.66,111,Moderate
70.46,14.32,25.47,4.19,0.12,7.7,58.83,145,Moderate
63.38,12.1,43.37,32.64,0.79,16.79,53.67,128,Moderate
68.21,14.71,46.37,36.6,1.19,14.94,58.62,150,Moderate
69.73,9.19,37.68,27.41,1.06,17.59,63.67,156,Moderate
66.51,10.34,37.44,27.54,1.04,20.33,55.23,158,Moderate
49.62,9.76,35.86,23.05,0.58,13.5,51.23,114,Moderate
32.45,9.03,31.18,19.93,0.52,13.78,47.67,91,Satisfactory
29.33,11.54,39.1,25.12,0.58,15.11,43.64,80,Satisfactory
34.96,15.51,43.63,29.83,0.68,11.95,43.46,94,Satisfactory
38.84,9.92,40.59,24.69,0.57,17.4,54.87,105,Moderate
39.57,10.16,39.12,25.68,0.59,16.53,50.7,95,Satisfactory
44.44,10.18,35.39,27.05,0.59,22.05,55.83,100,Satisfactory
61.84,8.87,42.21,29.64,0.63,27.55,71.54,123,Moderate
57.58,8.88,42.84,29.99,0.74,21.15,53.74,123,Moderate
55.36,9.34,37.83,27.59,0.74,17.25,59.62,111,Moderate
58.41,10.25,39.01,28.97,0.83,20.01,44.16,111,Moderate
51.08,8.07,36.07,25.3,0.68,16.76,48.8,104,Moderate
41.31,11.53,34.29,27.1,0.58,13.31,43.11,92,Satisfactory
37.72,9.97,33.87,25.49,0.61,14.81,37.36,82,Satisfactory
66.82,10.05,32.58,24.83,0.65,11.42,37.79,106,Moderate
36.53,9.41,34.18,25.29,0.72,10.46,39.81,112,Moderate
43.64,7.6,36.84,25.21,0.82,10.05,42.8,86,Satisfactory
44.65,10.73,39.07,28.86,0.81,8.34,40.93,106,Moderate
40.48,6.79,32.25,22.12,0.7,14.21,51,102,Moderate
96.83,11.04,37.91,28.39,0.76,18.61,39.92,133,Moderate
69.5,6.26,35.4,23.41,0.76,12.78,60.26,149,Moderate
70.91,5.34,37.5,24.28,0.71,13.35,68.38,140,Moderate
84.08,8.98,50.36,31.34,0.9,10.47,52.91,147,Moderate
73.25,9.81,52.99,33.05,0.86,15.16,55.76,166,Moderate
91.39,10.31,54.18,36.36,0.9,16.7,56.56,171,Moderate
66.49,7.04,45.7,29.33,0.81,15,67.32,164,Moderate
64.72,9.05,45.03,30.5,0.82,14.09,60.26,140,Moderate
70.03,8.67,37.15,26.11,0.8,14.25,59.62,139,Moderate
69.44,7.02,35.14,23.91,0.76,10.97,65.3,135,Moderate
70.83,7.22,38.05,25.61,0.8,9.54,63.84,140,Moderate
70.47,6.46,37.31,24.68,0.78,12.21,67.63,144,Moderate
58.07,6.29,29.67,20.52,0.7,13.2,60.14,128,Moderate
51.81,6,30.32,20.6,0.72,13.15,48.64,100,Satisfactory
69.33,7.77,40.86,27.61,0.91,16.11,48.33,122,Moderate
74.79,2.82,39.18,22.87,0.8,24.61,61.72,145,Moderate
67.7,3.04,38.26,22.57,0.77,19.03,59.43,142,Moderate
48.99,4.44,37.26,23.47,0.69,22.76,39.78,120,Moderate
55.7,8.39,48.48,32.65,1.05,22.48,44.73,117,Moderate
66.78,12.01,62.23,42.71,1.19,12.94,54.6,144,Moderate
69.33,7.91,50.13,33.14,1,8.51,48.7,143,Moderate
66.12,2.4,39.48,22.84,0.92,7.88,48.56,132,Moderate
68.48,3.5,38.85,23.42,0.77,7.52,42.62,126,Moderate
68.87,7.78,48.12,31.68,0.88,8.56,42.31,133,Moderate
71.38,8.44,47.26,31.63,0.8,12.3,46.91,136,Moderate
73.33,3.67,37.36,23.1,0.59,22.04,56.42,140,Moderate
59.35,8.22,49.48,32.53,0.7,24.06,45.37,138,Moderate
88.14,16.01,67.71,48.21,1.33,21.88,43,151,Moderate
74.94,18.07,68.63,50.51,1.4,16.67,51.64,164,Moderate
130.23,21.37,73.32,55.73,1.4,16.21,50.01,195,Moderate
82.05,10.07,65.66,42.69,1.26,15.01,57.5,180,Moderate
79.19,9.99,63.74,41.56,1.14,10.11,47.69,169,Moderate
76.47,8.37,56.9,36.68,1.13,8.51,38.5,163,Moderate
76.08,8.2,53.18,34.06,0.87,18.35,53.45,164,Moderate
63.18,6.1,55.68,34.05,0.85,16.26,47.38,136,Moderate
68.65,10.23,60.71,39.96,0.93,14.18,47.22,132,Moderate
112.35,12.65,67.12,45.17,1.09,10.66,49.58,184,Moderate
65.09,15.07,67.32,47.61,1.1,9.62,41.64,156,Moderate
68.45,13.13,62.26,43.33,1.02,8.17,39.55,138,Moderate
57.7,10.55,54.46,36.98,0.99,11.25,38.93,122,Moderate
68.55,5.81,51.51,31.23,0.92,9.44,51.26,126,Moderate
77.77,5.35,46.8,28.9,0.83,10.52,56.84,163,Moderate
79.18,10.82,60.89,40.67,1,17.34,58.03,174,Moderate
76.33,12.4,63.88,41.36,1.05,15.67,52.74,164,Moderate
73.15,9.24,63.11,40.73,1.1,12.81,47.04,158,Moderate
72.41,8.91,55.39,36.43,1.03,11.62,50.17,146,Moderate
72.66,7.08,51.85,33.01,0.98,9.28,52.61,146,Moderate
77.65,6.41,53.96,33.53,0.95,10.51,57.35,160,Moderate
74.08,7.01,53.36,33.57,1.03,12.71,56.34,165,Moderate
76.19,7.06,59.3,36.87,1.04,17.13,55.98,160,Moderate
74.76,10.88,64.97,43,1.09,17.29,52.03,155,Moderate
70.48,12.85,59.98,41.95,1.19,20.89,49.6,150,Moderate
72.38,14.16,54.79,40.04,1.16,13.76,48.64,140,Moderate
70.98,3.98,37.89,23.11,0.83,7.43,50.02,143,Moderate
65.1,5.75,39.7,25.41,0.92,9.12,43.58,132,Moderate
64.2,6.13,45.06,28.58,0.87,10.5,45.85,125,Moderate
65.86,11.21,55.84,38.39,0.99,13.02,37.53,129,Moderate
61.1,10.99,56.03,38.21,0.9,17.29,38.71,129,Moderate
64.18,12.5,60.93,42.06,1,23.32,45.46,131,Moderate
68.52,9.93,56.67,37.92,0.95,13.76,44.16,133,Moderate
72.01,5.81,50.74,31.43,0.89,9.28,52.29,142,Moderate
60.4,4.36,46.04,27.83,0.71,6.93,47.74,125,Moderate
67.07,4.69,42.71,26.3,0.71,9.52,45.11,121,Moderate
68.8,12.11,54.52,38.56,0.89,16.47,45.4,139,Moderate
66.84,9.3,56.49,37.18,0.91,19.6,52.7,146,Moderate
69.43,7.53,55.38,34.93,1.45,13.62,52.9,167,Moderate
68.84,6.26,49.3,30.72,0.85,9.02,48.76,138,Moderate
67.69,5.49,46.08,28.63,0.84,8.69,50.19,140,Moderate
59.46,7.61,51.91,33.46,0.68,16.9,51.92,137,Moderate
53.45,14.36,59.99,44.33,1,20.33,40.67,130,Moderate
50.88,33.83,67.8,63.29,1.1,22.37,36.26,129,Moderate
47.46,21.51,68.01,53.44,0.99,16.85,36.32,125,Moderate
43.48,6.47,53.31,33.42,0.8,9.51,50.3,114,Moderate
39.14,4.91,41.49,25.66,0.73,9.46,54.21,104,Moderate
41.79,6.03,43.96,29.17,0.73,8.16,56.47,111,Moderate
48.86,13.91,58.09,40.94,0.86,9.68,36.51,111,Moderate
56.76,22.03,72.8,56.56,0.99,13.6,39.53,125,Moderate
46.18,14.55,59.37,42.94,0.84,13.52,34.55,114,Moderate
50.05,14.25,55.81,38.89,0.87,13.92,35.92,108,Moderate
52.28,7.15,53.5,32.19,0.82,13.07,29.39,113,Moderate
50.55,3.74,28.9,17.89,0.6,8.55,34.88,100,Satisfactory
54.34,3.15,20.55,12.99,0.61,6.61,38.74,102,Moderate
46.38,2.89,31.98,16.16,0.61,6.53,44.34,94,Satisfactory
50.52,4.19,44.77,22.99,0.76,8.3,46.28,100,Satisfactory
52.88,6.74,48.93,29.9,0.84,12.88,46.88,113,Moderate
51.84,8.45,51.24,33.77,0.81,17.02,41.68,110,Moderate
49.86,10.09,60.23,39.91,0.92,20.36,39.46,108,Moderate
55.87,10.42,58.63,39.49,1.02,10.27,47.42,116,Moderate
46.22,4.17,44.16,26.69,0.77,7.39,53.02,111,Moderate
47.64,4.48,41.75,25.68,0.74,6.36,50.85,103,Moderate
54.76,5.07,46.91,28.9,0.85,7.37,47.88,107,Moderate
57.85,4.83,49.21,29.91,0.88,8.69,46.5,114,Moderate
56.99,5.72,48,30,0.85,8.18,48.94,123,Moderate
43.57,4.92,43.62,27.02,0.7,8.22,45.22,106,Moderate
43.37,8.22,51.65,33.9,0.76,7.54,33.06,104,Moderate
56.87,22.13,65.82,52.86,1.09,9.89,40.48,118,Moderate
57.66,20.92,67.65,52.81,1.16,14.95,40.86,134,Moderate
62.25,20.73,70.43,54.05,1.3,12.91,41.99,129,Moderate
54.84,14.31,65.26,46.13,1.12,11.14,37.91,124,Moderate
52.72,10.11,56.01,37.83,1.06,10.18,43.91,118,Moderate
51.59,4.25,45.04,27.24,0.88,9.79,53.05,119,Moderate
54.72,7.81,49.19,32.28,0.94,9.17,50.33,122,Moderate
47.44,4.59,45.37,27.82,0.89,8.88,48.64,114,Moderate
47.97,3.86,38.91,23.52,0.74,9.83,56.45,106,Moderate
50.78,5.37,43.04,26.99,0.79,7.58,53.66,108,Moderate
53.81,6.73,49.93,31.44,0.92,7.22,45.08,107,Moderate
57.28,4.89,52.67,31.79,0.96,6.03,45.57,118,Moderate
66.37,4.83,49.74,30.19,1.02,7.24,50.9,122,Moderate
53.02,2.68,35.56,20.92,0.79,6.94,57.23,124,Moderate
38.87,3.74,40.44,24.38,0.67,5.14,44.39,95,Satisfactory
39.69,4.44,41.84,25.69,0.71,5.62,42.72,88,Satisfactory
47.34,5.1,45.05,27.97,0.85,7.43,49.57,103,Moderate
47.88,3.96,37.4,22.92,0.77,8.79,48.41,96,Satisfactory
60.25,3.98,39.37,23.98,0.86,14.59,43.99,115,Moderate
51,3.01,33.36,20.02,0.76,5.86,47.12,105,Moderate
41.38,4.13,32.85,20.64,0.7,4.84,37.7,80,Satisfactory
48.07,4.21,41.03,25.09,0.83,5.87,48.04,93,Satisfactory
54.74,5.57,47.03,29.2,0.87,7.01,47.14,103,Moderate
57.87,3.95,45.49,27.17,0.89,11.32,45.92,108,Moderate
57.07,8.9,52.52,34.8,0.86,13.35,32.33,126,Moderate
56.64,13.11,58.35,41.43,1.01,16.25,36.12,128,Moderate
59.91,12.22,63.27,43.32,1.05,16.63,39.62,131,Moderate
71.4,5.3,49.1,30.11,0.98,10.47,43.09,135,Moderate
61.47,3.49,39.51,23.68,0.84,7.69,44.76,126,Moderate
59.53,3.6,44.63,26.49,0.79,9.57,50.92,123,Moderate
53.11,3.09,40.84,24.05,0.75,9.65,51.24,116,Moderate
62.27,4.41,48.19,28.94,0.91,9.33,48.28,122,Moderate
54.62,2.56,40.32,23.3,0.81,7.54,45.56,120,Moderate
50.15,3.36,41.99,24.83,0.83,7.47,49.61,110,Moderate
43.05,3.18,31.47,19.08,0.63,5.79,48.2,103,Moderate
37.91,6.94,38.98,26.19,0.72,5.28,44,84,Satisfactory
51.35,4.2,40.96,24.93,0.78,5.64,41,99,Satisfactory
44.94,4.18,39.39,24.13,0.72,5.82,50.85,101,Moderate
41.51,4.05,36.55,22.52,0.67,4.72,43.49,92,Satisfactory
46.87,4.94,42.39,26.36,0.74,5.68,46.02,98,Satisfactory
35.9,7.78,50.76,32.78,0.76,9.13,49,93,Satisfactory
30.27,4.55,35.94,22.43,0.67,5.05,44.24,85,Satisfactory
40.26,9.17,41.16,28.67,0.71,6.94,47.22,95,Satisfactory
35.54,6.05,38.69,25.31,0.79,6.42,37.75,98,Satisfactory
27.63,5,31.01,20.42,0.68,6.12,31.17,88,Satisfactory
31.58,5.41,42.54,26.69,0.67,7.29,38.29,83,Satisfactory
25.24,4.14,33.9,21.17,0.56,5.19,38.8,83,Satisfactory
23.05,3.65,30.02,18.73,0.69,4.9,40.13,79,Satisfactory
29.71,4.63,31.86,20.46,0.83,5.47,27.82,73,Satisfactory
45.86,8.95,45.36,31.05,0.9,8.34,36.09,100,Satisfactory
34.29,4.8,38.79,23.94,0.72,5.64,41.82,99,Satisfactory
37.19,5.22,35.18,22.78,0.61,9.98,45.82,93,Satisfactory
43.52,11.25,44.05,32.35,0.77,10.51,39.18,108,Moderate
42.38,14.73,44.88,35.01,0.86,9.2,37.27,117,Moderate
49.14,14.17,51.13,38.23,0.9,10.1,31.15,122,Moderate
42.97,4.45,39.3,24.29,0.75,7.55,43.31,117,Moderate
33.12,2.99,28.02,17,0.56,6.52,49.31,90,Satisfactory
33.09,3.63,35.48,21.62,0.54,6.92,51.74,90,Satisfactory
35.61,2.81,29.59,17.69,0.6,6.07,53.56,104,Moderate
38.11,3.23,35.66,21.42,0.62,6.99,52.61,94,Satisfactory
39.78,3.35,35.85,21.56,0.68,7.12,52.49,101,Moderate
39.85,2.74,30.66,18.35,0.52,6.84,46.38,94,Satisfactory
43.44,3.02,30.99,18.74,0.59,7.72,49.28,102,Moderate
44.84,7.3,39.52,26.63,0.7,9.74,44.31,103,Moderate
43.83,2.21,32.08,20.1,0.57,7.94,45.47,116,Moderate
36.08,5.67,31.21,18.75,0.7,5.92,48.88,101,Moderate
31.39,3.83,27.73,16.39,0.56,5.45,48.87,98,Satisfactory
19.59,4.72,31.67,20.45,0.62,6.1,50.95,81,Satisfactory
28.81,2.77,30.11,18.07,0.6,5.94,51.31,74,Satisfactory
31.91,2.73,28.95,17.4,0.58,6.47,47.6,83,Satisfactory
33.68,2.68,28.72,17.24,0.58,6.91,51.78,93,Satisfactory
43.05,4.18,43.5,27.32,0.97,7.8,46.9,111,Moderate
44.32,3.44,37.73,22.67,0.67,6.11,43.87,112,Moderate
33.83,3.68,31.53,19.53,0.63,5.28,45.59,101,Moderate
32.76,2.6,31.48,18.67,0.66,6.44,50.78,95,Satisfactory
33.05,2.75,31.04,18.58,0.64,5.79,50.32,96,Satisfactory
31.85,2.78,32.48,19.38,0.74,6.11,61.46,101,Moderate
29.86,2.42,26.02,15.62,0.64,5.38,56.79,100,Satisfactory
24.49,2.67,24.04,14.76,0.68,4.84,51.51,87,Satisfactory
41.89,1.84,33.42,21.61,0.78,8.26,48.44,85,Satisfactory
43.47,5.47,41.31,26.17,0.9,9.18,39.03,106,Moderate
37.31,4.13,35.51,21.97,0.62,6.93,45.12,89,Satisfactory
47.42,4.4,37.25,23.1,0.69,8.04,46.38,103,Moderate
38.59,2.41,29.22,17.35,0.62,6.25,62.1,117,Moderate
48.33,1.95,32.24,18.72,0.91,6.97,59.66,132,Moderate
42.68,1.61,27.06,15.7,0.69,7.04,56.37,120,Moderate
47.5,2.07,33.71,19.55,0.83,6.22,52.86,110,Moderate
36.41,4.43,32.39,20.82,0.78,6.42,47.17,104,Moderate
42.17,2.82,31.54,18.88,0.76,6.99,55.12,119,Moderate
23.65,4.09,25.79,16.85,0.69,4.39,36.5,91,Satisfactory
26.11,3.38,26.65,16.54,0.78,6.26,49.07,83,Satisfactory
31.17,2.96,25.45,15.75,0.72,5.77,45.6,87,Satisfactory
34.68,3.27,28.48,17.59,0.64,6.41,46.07,84,Satisfactory
31.7,2.56,26.77,16.12,0.58,6.53,44.57,89,Satisfactory
32.57,2.85,25.25,15.51,0.83,5.81,45.54,93,Satisfactory
37.26,2.92,31.53,18.61,0.64,6.76,52.89,110,Moderate
36.7,3.79,35.45,21.68,0.77,6.87,35.35,82,Satisfactory
34.85,3.42,29.14,18.05,0.62,7.11,44.34,83,Satisfactory
30.95,5.15,26.22,19.01,0.56,7.1,57.7,89,Satisfactory
31.51,3.15,30.16,18.39,0.62,7.18,48.4,83,Satisfactory
31.33,2.43,29.59,17.68,0.64,7.06,47.76,84,Satisfactory
19.68,2.91,22.53,14.03,0.61,5.17,47.94,69,Satisfactory
19.43,2.41,22.16,13.55,0.71,6.1,40.15,68,Satisfactory
20.03,2.78,22.16,13.67,0.68,6.84,33.8,64,Satisfactory
16.49,3.39,20.62,13.49,0.64,7.35,22.52,52,Satisfactory
22.31,4.49,23.24,15.72,0.66,8.45,18.82,53,Satisfactory
29.92,6.62,23.7,17.8,0.66,10.11,17.16,70,Satisfactory
30.85,2.88,21.31,13.57,0.6,7.58,19.6,84,Satisfactory
34.44,3.06,23.31,14.67,0.54,8.26,17.53,86,Satisfactory
27.83,2.8,20.05,12.92,0.57,9.66,20.79,86,Satisfactory
22.9,2.23,20.48,13.35,0.6,8.96,22,67,Satisfactory
21.99,2.72,20.32,12.88,0.57,9.83,19.71,67,Satisfactory
17.2,2.58,20.17,12.01,0.58,8.6,19.88,59,Satisfactory
14.61,1.97,18.2,10.99,0.53,6.94,23.9,50,Good
15.27,2.55,21.39,13.31,0.44,6.5,27.49,58,Satisfactory
10.31,1.76,22.02,12.97,0.46,6.21,27.79,52,Satisfactory
21.26,2.2,28.03,16.4,0.49,6.19,25.78,56,Satisfactory
20.07,2.75,23.78,14.39,0.36,6.35,23.59,56,Satisfactory
16.99,3.05,20.56,13.25,0.23,6.42,19.13,41,Good
16.31,2.77,20.7,13.14,0.27,6.36,17.31,41,Good
16.23,3.95,23.21,15.22,0.26,5.93,17.5,41,Good
17.64,4.42,28.07,18.17,0.26,4.6,15.07,44,Good
18.93,4.19,24.39,16.02,0.28,5.05,17.65,46,Good
18.18,3.48,22.68,14.57,0.3,5.38,23.37,65,Satisfactory
20.85,6.27,26.4,18.78,0.33,6.64,22,62,Satisfactory
16.91,3.41,27.03,16.84,0.3,7.1,25.21,60,Satisfactory
16.48,3.82,24.21,15.61,0.24,5.74,23.96,53,Satisfactory
16.28,3.42,23.43,14.97,0.26,5.56,22.53,59,Satisfactory
15.97,3.7,22.07,14.46,0.35,5.95,21.98,71,Satisfactory
13.22,4.16,22.74,15.17,0.25,6.07,20.08,68,Satisfactory
20.05,4.7,26,17.26,0.3,5.06,18.73,49,Good
22.74,4.4,27.25,17.7,0.34,5.19,18.53,59,Satisfactory
19.92,4.05,25.11,16.11,0.28,5.61,20.17,62,Satisfactory
16.63,4.05,23.21,15.32,0.22,5.45,18.43,44,Good
19.7,4.15,21.7,14.62,0.25,5.47,16.26,48,Good
19.05,4.55,23.04,15.63,0.3,4.83,19.91,54,Satisfactory
11.93,4.73,22.14,15.24,0.25,4.96,20.46,49,Good
13.21,4.5,20.22,14.07,0.27,6.21,15.7,37,Good
17.97,5.45,26.02,17.84,0.28,6.88,15.88,42,Good
16.12,5.46,25.58,17.67,0.31,6.66,21.52,58,Satisfactory
11.04,5.27,21.19,15.02,0.37,8.75,16.13,72,Satisfactory
12.14,4.39,20.54,14,0.26,6.46,14.86,38,Good
14.13,4.36,22.64,15.15,0.27,6.95,13.58,33,Good
14.39,4.55,21.97,15.57,0.26,7.32,14.75,45,Good
12.58,4.27,22.18,14.61,0.31,9.52,13.12,37,Good
19.61,2.81,23.18,14.44,0.3,9.11,15.35,41,Good
19.54,3.74,22.42,14.56,0.28,9.22,14.36,55,Satisfactory
17.69,4.08,21.69,14.24,0.26,7.41,15.37,49,Good
15.64,4.72,21.03,14.68,0.32,5.87,15.58,54,Satisfactory
17.88,5.11,20.4,14.67,0.26,6.55,16.66,52,Satisfactory
14.41,9.34,20.64,18.69,0.29,7.06,16.19,54,Satisfactory
14.52,7.62,24.38,18.52,0.27,6.46,17.72,54,Satisfactory
18.23,8.1,22.38,18.1,0.28,6.09,18.44,53,Satisfactory
26.09,5.93,28.86,19.71,0.38,7.2,16.26,72,Satisfactory
26.02,5.11,25.61,17.39,0.32,6.79,17.7,87,Satisfactory
19.21,5.24,25.13,17.24,0.27,6.8,17.22,73,Satisfactory
21.88,4.48,25.54,16.46,0.28,6.2,16.38,72,Satisfactory
25.77,6.01,27.27,18.33,0.36,6.61,13.63,72,Satisfactory
30.8,6.15,28.85,19.13,0.31,7.02,15.42,92,Satisfactory
23.43,5.63,25.39,17.64,0.28,6.63,16.46,90,Satisfactory
20.2,5.68,27.06,18.56,0.31,6.37,16.05,66,Satisfactory
26.91,5,23.75,16.3,0.29,7.05,16.55,72,Satisfactory
18.92,4.71,24.24,16.08,0.3,8.15,13.97,54,Satisfactory
